scenario,interval_id,begin,end,edge_id,speed,traveltime,occupancy,entered,left
scen2,ed_port_scen1,240.0,300.0,542415702,16.7,3.65,0.83,5.0,5.0
scen2,ed_port_scen1,240.0,300.0,542415705#0,12.39,2.36,0.67,1.0,0.0
scen2,ed_port_scen1,240.0,300.0,542415706,17.76,4.01,0.93,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,542415707#1,11.96,2.27,0.7,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,542415707#2,7.09,2.04,2.29,1.0,2.0
scen2,ed_port_scen1,240.0,300.0,542415707#3,9.72,4.27,1.71,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,542415708#0,14.98,0.01,0.56,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,542415708#2,13.42,1.92,1.81,5.0,6.0
scen2,ed_port_scen1,240.0,300.0,542415708#3,9.54,0.37,2.19,5.0,5.0
scen2,ed_port_scen1,240.0,300.0,542415708#4,10.1,0.02,2.89,7.0,7.0
scen2,ed_port_scen1,240.0,300.0,542415708#5,13.88,0.62,0.6,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,542415708#6,14.67,0.17,0.57,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,542415715#0,14.0,1.88,0.59,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,542415715#1,11.25,2.7,2.24,2.0,3.0
scen2,ed_port_scen1,240.0,300.0,542415715#2,13.7,5.01,1.82,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,542415715#2-AddedOnRampEdge,19.97,4.8,0.62,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,542415716,13.31,3.08,0.01,1.0,0.0
scen2,ed_port_scen1,240.0,300.0,542415718#0,24.88,1.37,0.5,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,542415718#1,17.08,3.74,0.61,4.0,3.0
scen2,ed_port_scen1,240.0,300.0,542415718#2,10.1,1.44,1.25,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,542415721#2,4.73,3.97,0.8,0.0,1.0
scen2,ed_port_scen1,240.0,300.0,542415721#3,9.95,0.02,0.42,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,542415721#4,11.7,0.4,0.35,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,542415721#5,13.7,11.98,0.3,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,542415721#6,14.18,0.01,0.25,1.0,0.0
scen2,ed_port_scen1,240.0,300.0,542415722#1,11.28,0.02,0.83,5.0,5.0
scen2,ed_port_scen1,240.0,300.0,542415722#2,13.24,0.02,1.05,5.0,5.0
scen2,ed_port_scen1,240.0,300.0,542415722#3,13.06,0.02,1.06,5.0,5.0
scen2,ed_port_scen1,240.0,300.0,542415722#4,13.7,0.23,1.01,5.0,5.0
scen2,ed_port_scen1,240.0,300.0,542415722#6,9.68,0.09,1.15,4.0,4.0
scen2,ed_port_scen1,240.0,300.0,542415722#7,9.94,0.18,1.11,4.0,4.0
scen2,ed_port_scen1,240.0,300.0,542415722#8,11.52,0.02,0.72,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,542415722#9,13.73,0.02,0.48,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,542415724#3,12.75,0.4,0.16,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,542415724#4,14.21,0.01,0.15,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,542415724#5,15.28,0.21,0.14,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,542415724#6,15.28,0.01,0.14,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,542415724#7,15.61,0.81,0.13,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,542415724#8,12.76,1.02,0.33,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,542415726#0,11.41,0.24,1.09,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,542415726#1,11.25,0.71,2.22,6.0,6.0
scen2,ed_port_scen1,240.0,300.0,542415726#2,12.8,0.08,1.3,4.0,4.0
scen2,ed_port_scen1,240.0,300.0,542415726#3,9.81,0.71,2.57,6.0,6.0
scen2,ed_port_scen1,240.0,300.0,542415726#4,13.84,0.2,0.3,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,542415726#5,12.52,1.68,1.31,4.0,4.0
scen2,ed_port_scen1,240.0,300.0,542415726#6,9.03,0.1,1.65,4.0,4.0
scen2,ed_port_scen1,240.0,300.0,542415726#7,9.24,0.02,1.8,4.0,4.0
scen2,ed_port_scen1,240.0,300.0,542415726#8,11.35,0.02,1.1,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,626699047,15.66,3.68,2.12,4.0,4.0
scen2,ed_port_scen1,240.0,300.0,626699047.59,19.85,0.59,1.68,4.0,4.0
scen2,ed_port_scen1,240.0,300.0,626699047.67,22.04,2.08,1.29,4.0,3.0
scen2,ed_port_scen1,240.0,300.0,640902587#0,13.68,0.01,0.61,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,640902587#1,13.68,0.01,0.61,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,640902587#2,13.85,0.01,0.6,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,640902587#3,13.77,0.01,0.61,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,640902587#4,13.35,1.34,0.62,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,640902587#5,14.32,12.42,1.07,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,640902587#6,13.44,8.09,0.62,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,640902593#1,12.27,10.57,0.29,0.0,1.0
scen2,ed_port_scen1,240.0,300.0,657270556#5,4.47,3.4,1.6,0.0,1.0
scen2,ed_port_scen1,240.0,300.0,657270567#0,10.6,5.08,1.31,5.0,5.0
scen2,ed_port_scen1,240.0,300.0,657270567#1,10.46,20.14,1.22,5.0,5.0
scen2,ed_port_scen1,240.0,300.0,657270567#2,10.25,24.92,1.25,5.0,4.0
scen2,ed_port_scen1,240.0,300.0,668500121#1,7.91,1.75,1.11,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,668500124#0,9.11,2.95,0.94,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,668500125#0,13.75,7.19,0.3,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,668500125#1,13.99,0.01,0.3,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,668500125#2,13.54,1.54,0.31,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,668500125#3,13.92,0.89,0.3,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,668507066#0,14.96,1.29,0.19,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,668507066#1,16.37,2.54,0.17,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,668507066#2,15.74,9.41,0.18,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,668507071,10.84,6.9,0.76,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,669284456,5.41,10.15,1.98,3.0,2.0
scen2,ed_port_scen1,240.0,300.0,669284460,8.6,1.82,1.01,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,669284463,1.32,5.65,3.39,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,669284464#0,23.6,0.65,0.59,5.0,5.0
scen2,ed_port_scen1,240.0,300.0,669284464#1,26.3,3.12,0.76,4.0,5.0
scen2,ed_port_scen1,240.0,300.0,669284464#2,26.17,1.84,0.8,5.0,5.0
scen2,ed_port_scen1,240.0,300.0,669284464#3,26.11,0.99,0.8,5.0,5.0
scen2,ed_port_scen1,240.0,300.0,669284464#4,19.8,1.21,1.12,8.0,8.0
scen2,ed_port_scen1,240.0,300.0,669284464#5,23.26,15.18,1.06,9.0,5.0
scen2,ed_port_scen1,240.0,300.0,669284464#5-AddedOnRampEdge,22.1,4.3,0.76,8.0,9.0
scen2,ed_port_scen1,240.0,300.0,669531123,16.27,9.58,0.13,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,669531124,10.27,4.78,0.4,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,669531127#2,13.41,7.64,0.05,0.0,1.0
scen2,ed_port_scen1,240.0,300.0,669531127#3,13.38,2.82,0.31,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,669871301#1,4.9,0.42,1.7,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,669871301#2,4.45,15.94,1.83,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,669871305#1,4.8,14.78,0.19,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,669871307#1,4.36,32.84,0.03,0.0,0.0
scen2,ed_port_scen1,240.0,300.0,671260782,12.53,2.8,1.77,3.0,2.0
scen2,ed_port_scen1,240.0,300.0,671260783#0,13.37,1.42,1.25,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,671260783#1,13.49,2.15,1.24,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,671260783#2,15.41,0.01,0.02,1.0,0.0
scen2,ed_port_scen1,240.0,300.0,671260785#0,5.05,8.45,1.26,4.0,3.0
scen2,ed_port_scen1,240.0,300.0,671260785#1,4.87,15.84,1.08,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,671260785#2,4.93,0.04,1.27,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,671260785#3,5.01,4.07,1.27,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,671267428#3,2.67,,3.07,0.0,1.0
scen2,ed_port_scen1,240.0,300.0,671267432,4.91,45.09,2.75,2.0,4.0
scen2,ed_port_scen1,240.0,300.0,671288401#0,11.82,4.99,0.06,1.0,0.0
scen2,ed_port_scen1,240.0,300.0,671288402#0,7.17,0.03,1.84,5.0,5.0
scen2,ed_port_scen1,240.0,300.0,671288402#1,8.59,0.02,1.3,4.0,4.0
scen2,ed_port_scen1,240.0,300.0,671288402#2,10.89,0.02,1.02,4.0,4.0
scen2,ed_port_scen1,240.0,300.0,671903842#0,25.65,2.35,0.32,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,671903842#1,25.45,0.41,0.15,1.0,0.0
scen2,ed_port_scen1,240.0,300.0,672084660#0,8.86,0.03,0.94,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672084660#1,9.89,0.02,0.84,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672128260#0,5.73,2.51,1.42,1.0,2.0
scen2,ed_port_scen1,240.0,300.0,672128260#1,9.4,0.18,0.88,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,672128260#2,11.71,16.59,0.7,2.0,1.0
scen2,ed_port_scen1,240.0,300.0,672128260#3,8.53,0.02,0.49,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672128260#4,11.67,2.94,0.35,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672128260#5,3.14,5.89,1.46,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672128263#0,25.8,4.97,0.61,5.0,3.0
scen2,ed_port_scen1,240.0,300.0,672128263#1,26.41,2.61,0.47,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,672128263#2,22.61,0.54,0.56,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,672128263#3,9.46,3.97,1.4,3.0,4.0
scen2,ed_port_scen1,240.0,300.0,672314791#0,19.34,4.23,0.14,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672314791#1,13.62,0.01,0.2,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672314791#2,13.62,0.01,0.2,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672314791#3,13.46,0.01,0.21,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672314791#4,9.39,1.61,0.39,1.0,2.0
scen2,ed_port_scen1,240.0,300.0,672314791#5,10.17,0.03,0.54,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,672314791#6,10.95,0.1,0.51,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,672314791#7,8.74,0.22,0.65,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,672314865,9.3,1.56,1.81,3.0,4.0
scen2,ed_port_scen1,240.0,300.0,672314865-AddedOffRampEdge,17.93,5.31,0.61,4.0,4.0
scen2,ed_port_scen1,240.0,300.0,672314868,6.06,0.01,2.07,2.0,3.0
scen2,ed_port_scen1,240.0,300.0,672314872,20.2,3.31,1.03,5.0,5.0
scen2,ed_port_scen1,240.0,300.0,672314877,21.39,12.75,0.58,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,672314902#0,11.51,21.88,0.72,0.0,1.0
scen2,ed_port_scen1,240.0,300.0,672314902#1,9.65,0.88,0.85,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672314902#2,5.88,0.06,1.42,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672314911#5,16.02,3.44,0.06,0.0,1.0
scen2,ed_port_scen1,240.0,300.0,672314911#6,15.39,11.83,0.53,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,672314952,16.98,0.69,0.33,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,672314957#0,6.43,0.04,1.29,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672314959,9.27,2.29,0.9,2.0,3.0
scen2,ed_port_scen1,240.0,300.0,672314961,19.41,6.39,0.29,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,672314964,15.06,2.49,0.55,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,672314966,18.0,6.58,0.69,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,672314969,16.71,2.04,1.46,3.0,2.0
scen2,ed_port_scen1,240.0,300.0,672314971,19.4,2.18,0.29,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,672314974#0,14.09,7.44,1.18,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,672314974#1,14.13,16.5,1.18,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,672314974#2,13.1,10.85,1.69,2.0,3.0
scen2,ed_port_scen1,240.0,300.0,672314974#3,12.66,1.76,1.98,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,672314974#4,11.85,72.62,0.6,2.0,0.0
scen2,ed_port_scen1,240.0,300.0,672315039,10.84,2.1,0.75,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672315041,14.13,1.5,0.59,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672382686#0,12.37,17.07,0.35,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672382686#1,13.5,0.2,0.31,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672382686#2,12.99,2.16,0.31,1.0,0.0
scen2,ed_port_scen1,240.0,300.0,672382690#0,7.6,1.22,1.15,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672382690#1,8.08,0.02,1.03,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672382692#3,7.19,0.22,0.39,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672382730#3,22.34,16.75,0.01,0.0,1.0
scen2,ed_port_scen1,240.0,300.0,672382730#4,21.68,0.84,0.19,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672382730#5,21.72,5.7,0.19,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,672382731#0,7.85,0.03,0.53,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,672382731#1,17.33,11.31,0.47,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,672382731#2,21.89,0.17,0.38,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,672382731#3,21.86,0.2,0.25,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,672382731#4,21.75,0.22,0.38,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,672382731#5,20.32,12.56,0.41,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,672382731#6,20.14,19.01,0.21,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,92848429#2,10.89,2.6,0.38,1.0,0.0
scen2,ed_port_scen1,240.0,300.0,92848439#0,10.39,3.18,0.76,3.0,2.0
scen2,ed_port_scen1,240.0,300.0,92848439#1,10.73,0.71,0.57,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,92848439#2,9.84,2.72,0.86,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,92848441,10.07,10.57,0.08,0.0,1.0
scen2,ed_port_scen1,240.0,300.0,92848448#0,5.59,4.12,3.0,2.0,2.0
scen2,ed_port_scen1,240.0,300.0,92848448#1,4.79,26.61,4.84,2.0,3.0
scen2,ed_port_scen1,240.0,300.0,92848448#1.170,4.59,24.67,3.42,3.0,1.0
scen2,ed_port_scen1,240.0,300.0,92848448#1.291,5.15,2.69,1.59,1.0,1.0
scen2,ed_port_scen1,240.0,300.0,92848448#1.312,5.1,17.65,0.5,1.0,0.0
scen2,ed_port_scen1,240.0,300.0,92848448#2,4.6,5.3,1.99,0.0,2.0
scen2,ed_port_scen1,240.0,300.0,92848448#2.33,4.91,16.54,5.53,2.0,4.0
scen2,ed_port_scen1,240.0,300.0,E11,3.79,0.86,6.69,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,E12,5.79,4.74,4.04,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,E13,4.87,0.59,4.86,3.0,3.0
scen2,ed_port_scen1,240.0,300.0,E15,4.48,5.34,1.63,0.0,1.0
scen2,ed_port_scen1,240.0,300.0,E16,4.59,0.88,1.77,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,-1108932288#2,10.23,3.36,0.24,1.0,0.0
scen2,ed_port_scen1,300.0,360.0,-1108932289#0,10.13,8.9,0.8,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,-1108932289#1,3.09,3.6,1.93,0.0,1.0
scen2,ed_port_scen1,300.0,360.0,-1312203992,10.75,30.26,0.54,1.0,0.0
scen2,ed_port_scen1,300.0,360.0,-1312204011#3,13.4,13.73,0.62,1.0,0.0
scen2,ed_port_scen1,300.0,360.0,-1312204011#4,13.24,1.41,0.63,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,-1312204017#0,12.66,7.12,0.66,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,-1312204017#1,12.29,14.48,0.68,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,-1442217813#1,13.54,3.4,0.09,1.0,0.0
scen2,ed_port_scen1,300.0,360.0,-542415717#0,8.87,6.36,0.95,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,-542415717#1,8.42,2.47,1.01,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,-542415717#2,8.97,0.25,0.93,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,-542415717#3,9.11,1.69,0.91,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,-672128257,12.48,39.06,0.43,0.0,1.0
scen2,ed_port_scen1,300.0,360.0,-672314900,8.0,2.65,1.08,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,-672314974#0,10.2,10.46,0.8,0.0,1.0
scen2,ed_port_scen1,300.0,360.0,-672314974#1,13.31,17.46,0.6,1.0,0.0
scen2,ed_port_scen1,300.0,360.0,-672314974#2,13.36,10.65,0.62,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,-672314974#3,13.06,1.7,0.64,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,-672314974#4,13.46,63.98,0.28,0.0,1.0
scen2,ed_port_scen1,300.0,360.0,1103936500,15.18,26.31,1.42,8.0,7.0
scen2,ed_port_scen1,300.0,360.0,1108932288#0,13.11,0.24,0.64,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1108932288#1,14.02,0.35,1.12,1.0,2.0
scen2,ed_port_scen1,300.0,360.0,1108932288#2,13.24,2.54,1.25,2.0,2.0
scen2,ed_port_scen1,300.0,360.0,1108932289#0,13.48,6.74,0.61,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1108932289#1,13.91,0.48,0.6,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1187557612,10.86,8.74,0.0,1.0,0.0
scen2,ed_port_scen1,300.0,360.0,1211925684,26.1,1.45,0.15,1.0,2.0
scen2,ed_port_scen1,300.0,360.0,1211925685,17.59,0.21,0.7,6.0,6.0
scen2,ed_port_scen1,300.0,360.0,1211925686,23.18,0.38,0.6,5.0,5.0
scen2,ed_port_scen1,300.0,360.0,1211925687,21.24,1.31,1.18,3.0,3.0
scen2,ed_port_scen1,300.0,360.0,1211925688,8.5,6.77,0.95,0.0,0.0
scen2,ed_port_scen1,300.0,360.0,1211925690,20.3,1.92,0.41,2.0,2.0
scen2,ed_port_scen1,300.0,360.0,1211925691,10.66,0.07,0.78,2.0,2.0
scen2,ed_port_scen1,300.0,360.0,1278761918,13.88,0.6,0.3,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1278761919,11.64,0.66,0.36,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1278761921,9.61,0.41,0.43,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1278761922,6.9,6.83,1.17,0.0,1.0
scen2,ed_port_scen1,300.0,360.0,1278761923,14.34,0.37,0.29,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1278761924,14.53,0.72,0.29,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1278761925,14.67,0.33,0.28,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1312203990#1,9.18,1.39,0.87,0.0,1.0
scen2,ed_port_scen1,300.0,360.0,1312203990#2,10.7,7.36,1.55,1.0,2.0
scen2,ed_port_scen1,300.0,360.0,1312203992,11.51,27.16,0.81,2.0,1.0
scen2,ed_port_scen1,300.0,360.0,1312204011#1,6.9,3.71,0.77,0.0,1.0
scen2,ed_port_scen1,300.0,360.0,1312204011#2,12.21,0.08,0.68,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1312204011#3,14.64,12.57,0.57,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1312204011#4,14.48,1.28,0.58,1.0,0.0
scen2,ed_port_scen1,300.0,360.0,1312204013,12.39,3.08,0.67,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1312204015#0,11.99,0.76,0.68,1.0,0.0
scen2,ed_port_scen1,300.0,360.0,1312204017#0,13.69,6.59,0.43,0.0,1.0
scen2,ed_port_scen1,300.0,360.0,1312204017#1,13.36,13.27,0.62,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1312204018,7.26,1.91,1.16,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1312204019,11.7,0.78,0.71,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1312207892#0,6.4,1.3,1.29,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1312207893#1,14.17,3.09,0.58,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1312207894#0,4.63,0.05,1.81,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1312207894#1,6.22,0.03,1.33,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1312207894#2,6.28,0.03,1.33,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1323816511,13.81,0.33,0.3,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1323816512,14.65,0.01,0.28,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1329708918,12.16,0.02,0.34,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1443544285#0,13.09,1.62,2.54,4.0,4.0
scen2,ed_port_scen1,300.0,360.0,1443544285#1,13.34,1.01,2.5,4.0,4.0
scen2,ed_port_scen1,300.0,360.0,1443544287#0,24.27,0.44,0.35,2.0,1.0
scen2,ed_port_scen1,300.0,360.0,1443544287#1,25.98,1.69,0.11,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,1443544290#0,5.16,18.66,4.16,2.0,3.0
scen2,ed_port_scen1,300.0,360.0,1443544290#2,4.64,4.47,7.17,4.0,4.0
scen2,ed_port_scen1,300.0,360.0,1443544291,5.23,12.27,3.21,2.0,2.0
scen2,ed_port_scen1,300.0,360.0,157443051,13.37,0.93,0.31,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,225931482#0,10.48,9.15,1.55,2.0,2.0
scen2,ed_port_scen1,300.0,360.0,225931482#1,12.23,0.02,1.36,2.0,2.0
scen2,ed_port_scen1,300.0,360.0,225931482#2,12.22,0.02,1.36,2.0,2.0
scen2,ed_port_scen1,300.0,360.0,225931482#3,12.24,0.02,1.36,2.0,2.0
scen2,ed_port_scen1,300.0,360.0,225931482#4,12.07,0.17,1.38,2.0,2.0
scen2,ed_port_scen1,300.0,360.0,225931482#5,12.34,3.0,1.35,2.0,2.0
scen2,ed_port_scen1,300.0,360.0,225931482#6,12.53,1.18,1.33,2.0,2.0
scen2,ed_port_scen1,300.0,360.0,225931482#7,12.3,6.12,1.35,2.0,2.0
scen2,ed_port_scen1,300.0,360.0,225931482#8,11.41,5.81,0.73,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,225931482#9,9.45,6.16,0.85,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,22679668#0,14.74,1.64,0.28,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,22689399#0,10.94,1.16,0.38,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,22689399#1,11.83,1.36,0.35,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,22689399#3,10.82,0.02,0.38,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,22689399#4,10.85,0.02,0.38,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,22689439#0,16.18,0.42,2.3,9.0,9.0
scen2,ed_port_scen1,300.0,360.0,22689439#1,17.49,0.01,1.78,8.0,8.0
scen2,ed_port_scen1,300.0,360.0,22689439#10,6.14,0.03,5.42,8.0,8.0
scen2,ed_port_scen1,300.0,360.0,22689439#11,9.97,0.02,0.42,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,22689439#12,10.17,0.02,0.41,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,22689439#13,12.07,0.72,0.34,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,22689439#14,12.75,0.02,2.57,8.0,8.0
scen2,ed_port_scen1,300.0,360.0,22689439#15,15.08,0.99,2.32,8.0,9.0
scen2,ed_port_scen1,300.0,360.0,22689439#2,17.95,0.01,1.72,8.0,8.0
scen2,ed_port_scen1,300.0,360.0,22689439#3,18.09,0.01,1.63,8.0,8.0
scen2,ed_port_scen1,300.0,360.0,22689439#4,17.92,0.01,1.86,8.0,8.0
scen2,ed_port_scen1,300.0,360.0,22689439#5,17.7,0.26,1.88,8.0,8.0
scen2,ed_port_scen1,300.0,360.0,22689439#6,7.69,2.01,4.66,8.0,8.0
scen2,ed_port_scen1,300.0,360.0,22689439#7,14.55,0.39,0.29,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,22689439#8,12.76,0.78,1.61,5.0,5.0
scen2,ed_port_scen1,300.0,360.0,22689439#9,7.17,0.02,4.15,8.0,8.0
scen2,ed_port_scen1,300.0,360.0,22689448#0,18.66,2.26,0.45,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,22689448#1,21.17,0.01,0.39,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,22689448#10,13.72,0.29,0.61,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,22689448#11,10.6,1.24,0.78,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,22689448#2,23.08,5.48,0.36,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,22689448#2-AddedOffRampEdge,23.2,4.08,0.18,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,22689448#3,23.42,0.24,0.36,1.0,1.0
scen2,ed_port_scen1,300.0,360.0,22689448#4,7.43,2.33,2.28,1.0,2.0
scen2,ed_port_scen1,300.0,360.0,22689448#5,12.15,0.02,1.37,2.0,2.0
scen2,ed_port_scen1,300.0,360.0,22689448#6,14.94,1.67,1.11,2.0,2.0
scen2,ed_port_scen1,300.0,360.0,22689448#7,16.67,2.01,0.5,2.0,2.0
