scenario,interval_id,begin,end,edge_id,speed,traveltime,occupancy,entered,left
scen1,ed_port_scen1,540.0,600.0,1211925684,13.27,2.9,0.63,3.0,3.0
scen1,ed_port_scen1,540.0,600.0,1211925685,9.18,0.57,0.45,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,1211925690,13.07,3.02,0.95,3.0,3.0
scen1,ed_port_scen1,540.0,600.0,1443544287#0,13.26,0.78,0.93,3.0,3.0
scen1,ed_port_scen1,540.0,600.0,1443544287#1,13.31,3.28,0.63,3.0,3.0
scen1,ed_port_scen1,540.0,600.0,22690115,13.31,58.31,0.62,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,22690125#0,9.65,10.37,0.86,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,22690125#1,9.45,10.77,0.88,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,22690125#2,9.58,9.19,0.93,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,22740417#0,9.18,0.24,0.39,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,22740417#1,10.77,0.47,0.52,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,22740417#5,9.64,0.27,0.57,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,22740434#0,13.42,13.52,0.41,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,22740434#1,13.48,1.85,0.4,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,22740446#5,11.13,2.88,0.5,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,542415702,13.39,4.51,0.27,1.0,2.0
scen1,ed_port_scen1,540.0,600.0,542415708#0,12.06,0.02,0.69,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,542415708#1,13.33,0.59,0.62,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,542415708#2,13.58,1.9,0.61,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,542415708#3,10.91,0.36,0.77,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,542415708#4,12.11,0.02,0.69,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,542415708#6,11.97,0.21,0.69,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,559367542,7.11,9.05,1.14,0.0,2.0
scen1,ed_port_scen1,540.0,600.0,626699047,13.34,3.55,1.87,3.0,3.0
scen1,ed_port_scen1,540.0,600.0,626699047.59,13.41,0.4,1.86,3.0,3.0
scen1,ed_port_scen1,540.0,600.0,626699047.67,13.59,3.17,1.34,3.0,2.0
scen1,ed_port_scen1,540.0,600.0,657270567#0,11.21,4.79,0.49,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,657270567#1,11.34,18.6,0.45,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,657270567#2,11.54,22.15,0.51,2.0,3.0
scen1,ed_port_scen1,540.0,600.0,668507066#0,13.01,1.46,0.42,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,668507066#1,13.36,3.1,0.42,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,668507066#2,13.11,11.34,0.42,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,669284456,4.43,12.31,2.63,3.0,2.0
scen1,ed_port_scen1,540.0,600.0,669284462,11.37,6.07,0.73,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,671267430,0.8,9.29,0.77,1.0,1.0
scen1,ed_port_scen1,540.0,600.0,92848439#0,10.37,3.2,0.27,1.0,1.0
scen1,ed_port_scen1,540.0,600.0,92848439#1,10.73,0.72,0.31,1.0,1.0
scen1,ed_port_scen1,540.0,600.0,92848439#2,9.74,2.74,0.58,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,92848448#0,4.37,5.18,3.78,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,92848448#1,4.36,29.15,4.28,2.0,1.0
scen1,ed_port_scen1,540.0,600.0,92848448#1.170,4.58,24.62,3.63,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,92848448#1.291,4.57,3.06,3.66,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,92848448#1.312,4.26,21.19,5.43,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,E11,3.5,0.78,5.06,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,E12,5.3,5.16,2.89,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,E13,4.41,0.67,3.65,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,E14,1.32,1.08,10.76,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,E15,0.14,175.75,0.1,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,1187557611,12.99,3.68,0.79,3.0,2.0
scen1,ed_port_scen1,600.0,660.0,1187557612,9.68,9.8,0.61,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,1211925684,13.4,2.87,0.41,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,1211925685,8.43,0.63,0.49,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,1211925690,12.94,3.05,0.64,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,1443544287#0,13.46,0.77,0.62,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,1443544287#1,13.52,3.23,0.41,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,22690115,13.35,58.23,0.63,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,22690125#0,10.98,9.1,0.76,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,22690125#1,10.93,9.32,0.76,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,22690125#2,10.52,8.35,1.03,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,22740417#0,9.23,0.24,0.38,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,22740417#1,11.58,0.44,0.48,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,22740417#5,9.14,0.29,0.6,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,22740434#0,13.41,13.54,0.41,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,22740434#1,13.46,1.85,0.43,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,22740446#5,9.46,3.38,0.59,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,542415702,13.22,4.56,0.42,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,542415708#0,12.58,0.02,0.66,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,542415708#1,13.33,0.59,0.63,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,542415708#2,13.24,1.95,0.31,2.0,1.0
scen1,ed_port_scen1,600.0,660.0,542415708#3,12.2,0.32,0.34,1.0,1.0
scen1,ed_port_scen1,600.0,660.0,542415708#4,12.1,0.02,0.34,1.0,1.0
scen1,ed_port_scen1,600.0,660.0,542415708#6,11.83,0.21,0.46,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,559367542,7.22,8.93,1.13,0.0,2.0
scen1,ed_port_scen1,600.0,660.0,626699047,12.85,3.71,0.65,1.0,1.0
scen1,ed_port_scen1,600.0,660.0,626699047.59,13.18,0.41,0.63,1.0,1.0
scen1,ed_port_scen1,600.0,660.0,626699047.67,13.33,3.22,1.14,1.0,2.0
scen1,ed_port_scen1,600.0,660.0,657270567#0,9.58,5.62,0.58,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,657270567#1,9.93,21.24,0.45,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,657270567#2,10.19,25.05,0.38,2.0,1.0
scen1,ed_port_scen1,600.0,660.0,668507066#0,13.09,1.45,0.42,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,668507066#1,13.33,3.1,0.42,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,668507066#2,13.17,11.33,0.42,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,669284456,5.5,10.01,1.67,2.0,3.0
scen1,ed_port_scen1,600.0,660.0,669284462,11.51,6.02,0.72,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,92848439#0,9.58,3.47,0.58,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,92848439#1,9.5,0.8,0.59,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,92848439#2,9.27,2.9,0.6,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,92848448#0,5.45,4.17,4.58,3.0,3.0
scen1,ed_port_scen1,600.0,660.0,92848448#1,5.17,24.43,4.12,3.0,4.0
scen1,ed_port_scen1,600.0,660.0,92848448#1.170,4.53,24.95,5.03,3.0,2.0
scen1,ed_port_scen1,600.0,660.0,92848448#1.291,4.42,3.16,1.9,1.0,1.0
scen1,ed_port_scen1,600.0,660.0,92848448#1.312,4.55,19.83,2.97,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,E11,3.97,0.75,6.78,3.0,3.0
scen1,ed_port_scen1,600.0,660.0,E12,5.3,5.17,4.46,3.0,3.0
scen1,ed_port_scen1,600.0,660.0,E13,4.44,0.68,5.59,3.0,3.0
scen1,ed_port_scen1,600.0,660.0,E14,1.24,0.93,10.91,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,E15,0.24,105.37,0.32,2.0,2.0
scen1,ed_port_scen1,600.0,660.0,E17,1.14,0.5,5.88,1.0,1.0
scen1,ed_port_scen1,600.0,660.0,E18,0.1,183.09,0.02,1.0,1.0
scen1,ed_port_scen1,660.0,720.0,1187557611,13.17,3.7,0.79,2.0,3.0
scen1,ed_port_scen1,660.0,720.0,1187557612,10.83,8.76,0.62,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,1211925684,13.29,2.89,0.42,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,1211925685,9.47,0.55,0.22,1.0,1.0
scen1,ed_port_scen1,660.0,720.0,1211925690,13.04,3.03,0.34,2.0,1.0
scen1,ed_port_scen1,660.0,720.0,1443544287#0,13.41,0.77,0.61,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,1443544287#1,13.52,3.24,0.41,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,22690115,13.36,58.18,0.63,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,22690125#0,10.84,9.23,0.77,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,22690125#1,10.87,9.34,0.77,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,22690125#2,10.98,8.05,0.59,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,22740417#0,10.02,0.22,0.43,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,22740417#1,11.75,0.43,0.47,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,22740417#5,10.73,0.24,0.52,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,22740434#0,13.38,13.57,0.42,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,22740434#1,13.34,1.86,0.42,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,22740446#5,9.94,3.22,0.56,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,542415702,13.36,4.53,0.42,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,542415708#0,10.66,0.02,0.39,1.0,1.0
scen1,ed_port_scen1,660.0,720.0,542415708#1,12.9,0.61,0.32,1.0,1.0
scen1,ed_port_scen1,660.0,720.0,542415708#2,12.96,2.0,0.64,1.0,2.0
scen1,ed_port_scen1,660.0,720.0,542415708#3,10.49,0.36,0.8,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,542415708#4,10.88,0.02,0.77,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,542415708#6,10.64,0.23,0.39,1.0,1.0
scen1,ed_port_scen1,660.0,720.0,559367542,7.49,8.57,1.08,0.0,2.0
scen1,ed_port_scen1,660.0,720.0,626699047,12.8,3.71,1.3,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,626699047.59,13.37,0.4,1.25,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,626699047.67,13.24,3.24,1.26,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,657270567#0,10.03,5.36,0.55,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,657270567#1,9.59,21.97,0.63,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,657270567#2,9.62,26.54,0.62,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,668507066#0,13.39,1.41,0.41,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,668507066#1,13.44,3.08,0.41,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,668507066#2,13.2,11.34,0.42,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,669284456,5.08,10.87,0.82,1.0,1.0
scen1,ed_port_scen1,660.0,720.0,669284462,11.35,6.05,0.36,1.0,1.0
scen1,ed_port_scen1,660.0,720.0,92848439#0,10.49,3.16,0.79,3.0,3.0
scen1,ed_port_scen1,660.0,720.0,92848439#1,10.45,0.72,0.8,3.0,3.0
scen1,ed_port_scen1,660.0,720.0,92848439#2,9.91,2.71,0.71,3.0,2.0
scen1,ed_port_scen1,660.0,720.0,92848448#0,5.27,4.34,1.59,1.0,1.0
scen1,ed_port_scen1,660.0,720.0,92848448#1,5.46,23.3,2.41,1.0,1.0
scen1,ed_port_scen1,660.0,720.0,92848448#1.170,5.53,20.54,3.44,2.0,3.0
scen1,ed_port_scen1,660.0,720.0,92848448#1.312,4.25,21.34,1.14,0.0,1.0
scen1,ed_port_scen1,660.0,720.0,E11,4.01,0.79,4.23,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,E12,5.74,4.85,2.74,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,E13,4.88,0.56,3.4,2.0,2.0
scen1,ed_port_scen1,660.0,720.0,E14,1.35,0.83,4.77,1.0,1.0
scen1,ed_port_scen1,660.0,720.0,E15,0.35,72.4,0.24,1.0,1.0
scen1,ed_port_scen1,660.0,720.0,E17,1.29,0.45,17.07,3.0,3.0
scen1,ed_port_scen1,660.0,720.0,E18,0.24,80.89,0.29,3.0,3.0
scen1,ed_port_scen1,720.0,780.0,1187557611,13.31,3.7,0.59,2.0,1.0
scen1,ed_port_scen1,720.0,780.0,1187557612,10.04,9.37,0.51,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,1211925684,13.2,2.91,0.42,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,1211925685,8.09,0.67,0.75,3.0,3.0
scen1,ed_port_scen1,720.0,780.0,1211925690,13.26,3.02,0.92,2.0,3.0
scen1,ed_port_scen1,720.0,780.0,1443544287#0,13.41,0.77,0.62,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,1443544287#1,13.29,3.29,0.42,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,22690115,13.27,58.53,0.62,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,22690125#0,9.77,10.24,0.85,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,22690125#1,9.79,10.4,0.85,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,22690125#2,10.48,8.41,0.68,1.0,2.0
scen1,ed_port_scen1,720.0,780.0,22740417#0,8.85,0.23,0.64,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,22740417#1,10.08,0.5,0.55,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,22740417#5,9.96,0.25,0.54,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,22740434#0,13.34,13.6,0.42,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,22740434#1,13.37,1.87,0.42,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,22740446#5,11.24,2.87,0.49,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,542415702,13.4,4.52,0.41,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,542415708#0,10.7,0.02,0.68,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,542415708#1,12.61,0.63,0.66,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,542415708#2,12.73,2.01,0.65,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,542415708#3,10.13,0.37,0.83,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,542415708#4,10.67,0.02,0.78,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,542415708#6,10.72,0.23,0.78,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,559367542,7.21,8.92,1.13,0.0,2.0
scen1,ed_port_scen1,720.0,780.0,626699047,12.75,3.72,1.95,3.0,3.0
scen1,ed_port_scen1,720.0,780.0,626699047.59,13.59,0.4,1.84,3.0,3.0
scen1,ed_port_scen1,720.0,780.0,626699047.67,13.44,3.19,1.86,3.0,3.0
scen1,ed_port_scen1,720.0,780.0,657270567#0,11.53,4.67,0.48,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,657270567#1,11.03,19.11,0.58,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,657270567#2,10.8,23.61,0.63,2.0,3.0
scen1,ed_port_scen1,720.0,780.0,668507066#0,13.54,1.4,0.41,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,668507066#1,13.41,3.09,0.41,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,668507066#2,13.17,11.33,0.42,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,669284456,4.49,12.31,1.86,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,669284462,10.98,6.29,0.93,3.0,2.0
scen1,ed_port_scen1,720.0,780.0,92848439#0,10.8,3.07,0.26,1.0,1.0
scen1,ed_port_scen1,720.0,780.0,92848439#1,11.03,0.68,0.25,1.0,1.0
scen1,ed_port_scen1,720.0,780.0,92848439#2,9.36,2.87,0.44,1.0,2.0
scen1,ed_port_scen1,720.0,780.0,92848448#0,4.63,4.96,3.58,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,92848448#1,4.75,26.88,2.38,1.0,2.0
scen1,ed_port_scen1,720.0,780.0,92848448#1.170,4.94,22.86,1.69,1.0,1.0
scen1,ed_port_scen1,720.0,780.0,E11,2.36,0.89,6.97,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,E12,4.27,6.89,1.41,2.0,2.0
scen1,ed_port_scen1,720.0,780.0,E13,4.86,0.65,1.66,1.0,1.0
scen1,ed_port_scen1,720.0,780.0,E17,1.22,0.45,6.55,1.0,1.0
scen1,ed_port_scen1,720.0,780.0,E18,0.33,57.17,0.18,1.0,1.0
scen1,ed_port_scen1,780.0,840.0,-542415699#3.55,5.13,38.37,0.7,1.0,0.0
scen1,ed_port_scen1,780.0,840.0,1187557611,12.55,3.77,0.36,1.0,2.0
scen1,ed_port_scen1,780.0,840.0,1187557612,9.25,10.23,0.47,1.0,2.0
scen1,ed_port_scen1,780.0,840.0,1211925684,13.52,2.83,0.41,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,1211925685,8.77,0.59,0.24,1.0,1.0
scen1,ed_port_scen1,780.0,840.0,1211925690,13.17,3.03,0.63,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,1443544287#0,13.37,0.78,0.61,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,1443544287#1,13.47,3.25,0.41,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,22690115,13.26,58.5,0.63,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,22690125#0,8.87,11.27,0.94,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,22690125#1,8.94,11.37,0.9,2.0,1.0
scen1,ed_port_scen1,780.0,840.0,22690125#2,8.99,9.81,0.93,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,22740417#0,10.26,0.22,0.54,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,22740417#1,12.16,0.43,0.46,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,22740417#5,9.53,0.27,0.46,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,22740434#0,13.35,13.59,0.42,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,22740434#1,13.3,1.87,0.28,2.0,1.0
scen1,ed_port_scen1,780.0,840.0,22740446#5,10.57,3.03,0.53,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,542415702,13.3,4.55,0.42,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,542415708#0,11.97,0.02,0.69,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,542415708#1,13.35,0.59,0.54,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,542415708#2,13.18,1.97,0.63,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,542415708#3,11.11,0.35,0.75,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,542415708#4,11.41,0.02,0.73,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,542415708#6,11.76,0.22,0.7,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,559367542,7.16,9.0,1.14,0.0,2.0
scen1,ed_port_scen1,780.0,840.0,626699047,13.14,3.61,0.63,1.0,1.0
scen1,ed_port_scen1,780.0,840.0,657270567#0,10.43,5.15,0.53,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,657270567#1,10.63,19.82,0.47,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,657270567#2,10.72,23.79,0.46,2.0,1.0
scen1,ed_port_scen1,780.0,840.0,668507066#0,12.33,1.55,0.45,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,668507066#1,13.3,3.11,0.42,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,668507066#2,13.14,11.37,0.37,2.0,1.0
scen1,ed_port_scen1,780.0,840.0,669284456,4.83,11.39,2.58,3.0,3.0
scen1,ed_port_scen1,780.0,840.0,669284462,10.96,6.29,0.57,1.0,2.0
scen1,ed_port_scen1,780.0,840.0,92848439#0,10.35,3.21,0.54,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,92848439#1,10.48,0.71,0.53,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,92848439#2,9.32,2.87,0.6,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,92848448#0,4.72,4.81,5.31,3.0,3.0
scen1,ed_port_scen1,780.0,840.0,92848448#1,4.59,27.7,4.21,4.0,2.0
scen1,ed_port_scen1,780.0,840.0,E0,10.28,2.82,0.82,1.0,1.0
scen1,ed_port_scen1,780.0,840.0,E11,1.54,0.93,9.44,2.0,2.0
scen1,ed_port_scen1,780.0,840.0,E12,0.34,87.28,0.15,2.0,2.0
scen1,ed_port_scen1,840.0,900.0,-542415699#1,5.17,18.44,0.73,1.0,0.0
scen1,ed_port_scen1,840.0,900.0,-542415699#2,5.16,29.27,1.97,2.0,1.0
scen1,ed_port_scen1,840.0,900.0,-542415699#3.55,5.1,38.61,3.0,2.0,2.0
scen1,ed_port_scen1,840.0,900.0,1187557611,12.92,3.73,0.64,2.0,2.0
scen1,ed_port_scen1,840.0,900.0,1187557612,8.92,10.66,0.68,3.0,2.0
scen1,ed_port_scen1,840.0,900.0,22690115,13.37,58.1,0.62,2.0,2.0
scen1,ed_port_scen1,840.0,900.0,22690125#0,9.83,10.18,0.85,2.0,2.0
scen1,ed_port_scen1,840.0,900.0,22690125#1,9.93,10.24,0.87,2.0,3.0
scen1,ed_port_scen1,840.0,900.0,22690125#2,9.47,9.31,0.93,3.0,2.0
scen1,ed_port_scen1,840.0,900.0,22740417#0,8.87,0.25,0.62,2.0,2.0
scen1,ed_port_scen1,840.0,900.0,22740417#1,10.56,0.49,0.53,2.0,2.0
scen1,ed_port_scen1,840.0,900.0,22740417#5,9.05,0.29,0.61,2.0,2.0
scen1,ed_port_scen1,840.0,900.0,22740434#0,13.26,13.69,0.41,2.0,1.0
scen1,ed_port_scen1,840.0,900.0,22740434#1,13.25,1.88,0.35,1.0,2.0
scen1,ed_port_scen1,840.0,900.0,22740446#5,8.96,3.59,0.62,2.0,2.0
scen1,ed_port_scen1,840.0,900.0,559367542,7.12,9.04,1.14,0.0,2.0
scen1,ed_port_scen1,840.0,900.0,626699047,13.02,3.64,1.27,2.0,2.0
scen1,ed_port_scen1,840.0,900.0,657270567#0,9.09,5.92,0.39,2.0,1.0
scen1,ed_port_scen1,840.0,900.0,657270567#1,9.73,21.68,0.48,1.0,2.0
scen1,ed_port_scen1,840.0,900.0,657270567#2,10.3,24.82,0.4,2.0,2.0
scen1,ed_port_scen1,840.0,900.0,668507066#0,13.13,1.44,0.42,2.0,2.0
scen1,ed_port_scen1,840.0,900.0,668507066#1,13.22,3.13,0.42,2.0,2.0
scen1,ed_port_scen1,840.0,900.0,668507066#2,12.71,11.64,0.48,2.0,3.0
scen1,ed_port_scen1,840.0,900.0,92848439#0,8.9,3.74,0.62,2.0,2.0
scen1,ed_port_scen1,840.0,900.0,92848439#1,9.11,0.81,0.61,2.0,2.0
scen1,ed_port_scen1,840.0,900.0,92848439#2,8.33,3.2,0.67,2.0,2.0
scen1,ed_port_scen1,840.0,900.0,92848448#1,4.71,27.0,2.98,0.0,2.0
scen1,ed_port_scen1,840.0,900.0,E0,9.19,3.07,1.83,2.0,2.0
scen1,ed_port_scen1,840.0,900.0,E11,1.55,1.04,7.9,2.0,2.0
scen1,ed_port_scen1,840.0,900.0,E12,0.48,62.0,0.36,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,-542415699#1,5.2,18.43,2.49,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,-542415699#2,5.06,29.79,2.91,1.0,2.0
scen1,ed_port_scen1,900.0,960.0,-542415699#3.55,4.63,42.57,2.51,1.0,1.0
scen1,ed_port_scen1,900.0,960.0,1187557611,13.09,3.7,0.76,3.0,2.0
scen1,ed_port_scen1,900.0,960.0,1187557612,10.25,9.26,0.75,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,22690115,13.32,58.35,0.63,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,22690125#0,10.92,9.16,0.76,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,22690125#1,10.84,9.4,0.77,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,22690125#2,11.02,7.99,0.76,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,22740417#0,10.12,0.22,0.55,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,22740417#1,11.77,0.43,0.47,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,22740417#5,9.81,0.27,0.43,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,22740434#0,13.45,13.5,0.42,2.0,3.0
scen1,ed_port_scen1,900.0,960.0,22740434#1,13.48,1.84,0.62,3.0,3.0
scen1,ed_port_scen1,900.0,960.0,22740446#5,9.3,3.47,0.6,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,559367542,7.38,8.71,1.1,0.0,2.0
scen1,ed_port_scen1,900.0,960.0,626699047,12.59,3.78,0.65,1.0,1.0
scen1,ed_port_scen1,900.0,960.0,657270567#0,9.17,5.86,0.82,2.0,3.0
scen1,ed_port_scen1,900.0,960.0,657270567#1,8.97,23.49,0.67,3.0,2.0
scen1,ed_port_scen1,900.0,960.0,657270567#2,9.0,28.35,0.59,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,668507066#0,13.2,1.44,0.42,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,668507066#1,13.33,3.1,0.42,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,668507066#2,13.2,11.32,0.42,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,92848439#0,9.55,3.47,0.58,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,92848439#1,9.58,0.77,0.58,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,92848439#2,8.9,3.0,0.63,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,E0,8.23,3.41,1.02,1.0,1.0
scen1,ed_port_scen1,900.0,960.0,E2,2.28,1.62,2.82,1.0,1.0
scen1,ed_port_scen1,900.0,960.0,E20,10.31,10.07,1.56,2.0,2.0
scen1,ed_port_scen1,900.0,960.0,E21,9.73,6.18,1.63,2.0,1.0
scen1,ed_port_scen1,900.0,960.0,E3,0.16,262.71,0.03,1.0,1.0
