scenario,interval_id,begin,end,edge_id,speed,traveltime,occupancy,entered,left
scen1,ed_port_scen1,180.0,240.0,22740434#0,13.42,13.53,0.41,2.0,2.0
scen1,ed_port_scen1,180.0,240.0,22740434#1,13.4,1.86,0.41,2.0,2.0
scen1,ed_port_scen1,180.0,240.0,22740446#5,10.29,3.11,0.54,2.0,2.0
scen1,ed_port_scen1,180.0,240.0,559367542,7.06,9.1,1.15,0.0,2.0
scen1,ed_port_scen1,180.0,240.0,657270567#0,10.32,5.22,0.54,2.0,2.0
scen1,ed_port_scen1,180.0,240.0,657270567#1,10.27,20.54,0.48,2.0,2.0
scen1,ed_port_scen1,180.0,240.0,657270567#2,10.81,23.6,0.38,2.0,1.0
scen1,ed_port_scen1,180.0,240.0,668507066#0,13.3,1.41,0.42,2.0,2.0
scen1,ed_port_scen1,180.0,240.0,668507066#1,13.57,3.05,0.41,2.0,2.0
scen1,ed_port_scen1,180.0,240.0,668507066#2,13.22,11.32,0.42,2.0,2.0
scen1,ed_port_scen1,180.0,240.0,669284456,5.45,10.11,0.57,1.0,0.0
scen1,ed_port_scen1,180.0,240.0,669284459,10.43,6.93,0.8,1.0,1.0
scen1,ed_port_scen1,180.0,240.0,669284465,10.66,4.37,0.39,1.0,1.0
scen1,ed_port_scen1,180.0,240.0,92848439#0,10.79,3.08,0.77,3.0,3.0
scen1,ed_port_scen1,180.0,240.0,92848439#1,10.55,0.7,0.68,3.0,2.0
scen1,ed_port_scen1,180.0,240.0,92848439#2,8.7,3.05,0.65,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,1187557611,13.19,3.74,0.32,1.0,1.0
scen1,ed_port_scen1,240.0,300.0,1187557612,9.61,9.89,0.61,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,1211925690,11.72,3.47,0.7,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,22689399#1,10.97,1.34,0.75,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,22689399#2,10.68,0.14,0.77,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,22689399#3,10.29,0.02,0.81,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,22690115,13.34,58.24,0.63,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,22690125#0,10.14,9.87,0.82,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,22690125#1,10.1,10.06,0.88,2.0,3.0
scen1,ed_port_scen1,240.0,300.0,22690125#2,9.77,9.02,0.85,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,22740417#0,10.29,0.22,0.34,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,22740417#1,12.18,0.42,0.46,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,22740417#5,9.98,0.28,0.4,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,22740434#0,13.38,13.57,0.38,2.0,1.0
scen1,ed_port_scen1,240.0,300.0,22740434#1,13.06,1.91,0.21,1.0,1.0
scen1,ed_port_scen1,240.0,300.0,22740446#5,11.27,2.85,0.49,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,559367542,7.75,8.27,1.05,0.0,2.0
scen1,ed_port_scen1,240.0,300.0,657270567#0,11.22,4.79,0.5,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,657270567#1,11.15,18.91,0.5,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,657270567#2,10.88,23.43,0.65,2.0,3.0
scen1,ed_port_scen1,240.0,300.0,668507066#0,12.92,1.47,0.43,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,668507066#1,13.4,3.09,0.41,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,668507066#2,13.18,11.29,0.42,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,669284456,4.84,11.51,1.09,1.0,2.0
scen1,ed_port_scen1,240.0,300.0,669284459,9.36,7.64,1.77,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,669284465,10.24,4.56,1.17,3.0,2.0
scen1,ed_port_scen1,240.0,300.0,92848439#0,10.95,3.05,0.25,1.0,1.0
scen1,ed_port_scen1,240.0,300.0,92848439#1,10.87,0.69,0.37,1.0,2.0
scen1,ed_port_scen1,240.0,300.0,92848439#2,9.3,2.84,0.6,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,92848448#0,5.1,4.41,3.26,2.0,2.0
scen1,ed_port_scen1,240.0,300.0,92848448#1,5.55,22.96,1.51,2.0,1.0
scen1,ed_port_scen1,240.0,300.0,92848448#1.170,5.5,20.52,1.25,1.0,0.0
scen1,ed_port_scen1,240.0,300.0,E11,3.47,0.99,2.47,1.0,1.0
scen1,ed_port_scen1,240.0,300.0,E12,5.51,5.08,1.42,1.0,1.0
scen1,ed_port_scen1,240.0,300.0,E13,5.02,0.61,1.57,1.0,1.0
scen1,ed_port_scen1,300.0,360.0,1187557611,12.87,3.75,0.64,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,1187557612,9.46,10.05,0.47,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,1211925690,11.92,3.38,0.69,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,22689399#1,10.95,1.38,0.75,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,22689399#2,11.69,0.12,0.71,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,22689399#3,11.49,0.02,0.73,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,22690115,13.38,58.01,0.62,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,22690125#0,9.39,10.64,0.89,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,22690125#1,9.45,10.79,0.89,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,22690125#2,9.68,9.13,0.86,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,22740417#0,8.86,0.24,0.64,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,22740417#1,10.52,0.48,0.53,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,22740417#5,9.68,0.26,0.56,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,22740434#0,13.31,13.64,0.45,2.0,3.0
scen1,ed_port_scen1,300.0,360.0,22740434#1,13.34,1.87,0.42,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,22740446#5,9.81,3.28,0.57,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,559367542,7.13,9.04,1.14,0.0,2.0
scen1,ed_port_scen1,300.0,360.0,657270567#0,9.89,5.44,0.56,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,657270567#1,9.81,21.47,0.59,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,657270567#2,10.84,23.53,0.26,2.0,1.0
scen1,ed_port_scen1,300.0,360.0,668507066#0,13.25,1.42,0.42,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,668507066#1,13.28,3.12,0.42,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,668507066#2,12.89,11.54,0.43,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,669284456,5.27,10.51,1.77,3.0,2.0
scen1,ed_port_scen1,300.0,360.0,669284459,10.29,6.99,1.61,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,669284465,10.09,4.58,0.47,1.0,2.0
scen1,ed_port_scen1,300.0,360.0,669871307#0,5.45,0.04,0.25,1.0,1.0
scen1,ed_port_scen1,300.0,360.0,669871307#1,5.27,26.62,0.04,1.0,0.0
scen1,ed_port_scen1,300.0,360.0,92848439#0,9.62,3.44,0.58,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,92848439#1,9.97,0.76,0.55,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,92848439#2,9.35,2.88,0.6,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,92848448#0,5.22,4.41,3.23,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,92848448#1,5.08,24.97,4.8,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,92848448#1.170,4.85,23.36,2.35,2.0,1.0
scen1,ed_port_scen1,300.0,360.0,92848448#1.291,5.43,2.65,1.54,1.0,1.0
scen1,ed_port_scen1,300.0,360.0,92848448#1.312,5.45,16.6,1.53,1.0,1.0
scen1,ed_port_scen1,300.0,360.0,92848448#2,5.49,4.23,1.52,1.0,1.0
scen1,ed_port_scen1,300.0,360.0,92848448#2.33,5.38,15.09,1.55,1.0,1.0
scen1,ed_port_scen1,300.0,360.0,92848448#3,5.17,0.04,1.61,1.0,1.0
scen1,ed_port_scen1,300.0,360.0,E11,4.16,0.69,4.28,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,E12,5.56,5.01,2.84,2.0,2.0
scen1,ed_port_scen1,300.0,360.0,E13,4.71,0.59,3.42,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,1187557611,13.09,3.68,0.63,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,1187557612,9.89,9.56,0.73,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,1211925685,6.85,0.8,0.6,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,22690115,13.35,58.25,0.62,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,22690125#0,11.23,8.92,0.74,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,22690125#1,11.22,9.05,0.74,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,22690125#2,10.31,8.56,0.94,3.0,2.0
scen1,ed_port_scen1,360.0,420.0,22740417#0,10.02,0.22,0.56,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,22740417#1,11.54,0.44,0.48,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,22740417#5,9.54,0.28,0.44,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,22740434#0,13.39,13.56,0.41,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,22740434#1,13.47,1.86,0.42,3.0,2.0
scen1,ed_port_scen1,360.0,420.0,22740446#5,9.8,3.28,0.57,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,542415702,11.51,5.25,0.0,1.0,0.0
scen1,ed_port_scen1,360.0,420.0,542415708#0,10.46,0.02,0.8,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,542415708#1,12.13,0.65,0.68,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,542415708#2,12.65,2.03,0.66,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,542415708#3,9.67,0.4,0.85,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,542415708#4,8.52,0.02,0.49,1.0,1.0
scen1,ed_port_scen1,360.0,420.0,542415708#6,10.64,0.23,0.79,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,559367542,6.82,9.44,1.19,0.0,2.0
scen1,ed_port_scen1,360.0,420.0,626699047,12.57,3.79,1.32,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,626699047.59,13.34,0.4,1.25,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,626699047.67,13.44,3.19,1.24,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,657270567#0,9.46,5.68,0.59,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,657270567#1,9.79,21.55,0.46,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,657270567#2,9.73,26.22,0.64,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,668507066#0,13.07,1.46,0.42,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,668507066#1,13.43,3.09,0.41,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,668507066#2,13.08,11.4,0.42,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,669284456,5.21,10.54,0.62,0.0,1.0
scen1,ed_port_scen1,360.0,420.0,669284462,10.71,6.45,0.77,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,669871305#0,5.16,0.04,0.18,1.0,1.0
scen1,ed_port_scen1,360.0,420.0,669871305#1,5.43,13.06,0.17,1.0,1.0
scen1,ed_port_scen1,360.0,420.0,669871307#0,4.69,0.04,0.14,1.0,1.0
scen1,ed_port_scen1,360.0,420.0,669871307#1,5.34,26.24,0.22,0.0,1.0
scen1,ed_port_scen1,360.0,420.0,669871307#2,5.37,7.17,0.26,1.0,1.0
scen1,ed_port_scen1,360.0,420.0,671267430,0.16,45.57,0.14,1.0,1.0
scen1,ed_port_scen1,360.0,420.0,92848439#0,9.66,3.42,0.57,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,92848439#1,9.63,0.78,0.57,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,92848439#2,8.95,2.98,0.62,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,92848448#0,5.34,4.25,1.55,1.0,1.0
scen1,ed_port_scen1,360.0,420.0,92848448#1,5.37,23.92,1.66,1.0,2.0
scen1,ed_port_scen1,360.0,420.0,92848448#1.170,5.36,21.01,3.54,2.0,3.0
scen1,ed_port_scen1,360.0,420.0,92848448#1.291,5.06,2.75,4.9,3.0,3.0
scen1,ed_port_scen1,360.0,420.0,92848448#1.312,5.15,17.48,4.85,3.0,3.0
scen1,ed_port_scen1,360.0,420.0,92848448#2,5.09,4.53,4.9,3.0,3.0
scen1,ed_port_scen1,360.0,420.0,92848448#2.33,4.9,16.57,3.02,2.0,1.0
scen1,ed_port_scen1,360.0,420.0,92848448#3,4.83,0.04,1.72,1.0,1.0
scen1,ed_port_scen1,360.0,420.0,E11,3.92,0.8,4.43,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,E12,5.77,4.81,2.71,2.0,2.0
scen1,ed_port_scen1,360.0,420.0,E13,4.81,0.59,3.4,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,1187557611,13.02,3.71,0.95,3.0,3.0
scen1,ed_port_scen1,420.0,480.0,1187557612,10.9,8.74,0.44,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,1211925684,13.34,2.87,0.42,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,1211925685,9.01,0.58,0.46,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,1211925690,12.46,3.12,0.66,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,1443544287#0,13.27,0.78,0.94,3.0,3.0
scen1,ed_port_scen1,420.0,480.0,1443544287#1,13.45,3.25,0.52,3.0,2.0
scen1,ed_port_scen1,420.0,480.0,22690115,13.4,58.01,0.63,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,22690125#0,11.54,8.67,0.72,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,22690125#1,11.56,8.8,0.72,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,22690125#2,11.14,7.89,0.86,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,22740417#0,10.16,0.2,0.46,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,22740417#1,11.38,0.44,0.49,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,22740417#5,11.21,0.23,0.49,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,22740434#0,13.39,13.56,0.41,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,22740434#1,13.3,1.88,0.62,2.0,3.0
scen1,ed_port_scen1,420.0,480.0,22740446#5,10.19,3.15,0.55,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,542415702,13.48,4.48,0.61,2.0,3.0
scen1,ed_port_scen1,420.0,480.0,542415708#0,10.54,0.02,0.4,1.0,1.0
scen1,ed_port_scen1,420.0,480.0,542415708#1,12.0,0.65,0.35,1.0,1.0
scen1,ed_port_scen1,420.0,480.0,542415708#2,12.58,2.02,0.33,1.0,1.0
scen1,ed_port_scen1,420.0,480.0,542415708#3,9.41,0.41,0.46,1.0,1.0
scen1,ed_port_scen1,420.0,480.0,542415708#4,10.88,0.02,0.76,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,542415708#6,10.63,0.23,0.39,1.0,1.0
scen1,ed_port_scen1,420.0,480.0,559367542,7.1,9.06,1.15,0.0,2.0
scen1,ed_port_scen1,420.0,480.0,626699047,12.76,3.73,1.3,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,626699047.59,13.35,0.4,1.25,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,626699047.67,13.29,3.23,1.25,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,657270567#0,10.09,5.34,0.55,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,657270567#1,9.99,21.09,0.72,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,657270567#2,9.59,26.61,0.56,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,668507066#0,13.47,1.39,0.41,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,668507066#1,13.33,3.11,0.42,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,668507066#2,13.2,11.32,0.42,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,669284456,4.3,12.76,1.94,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,669284462,12.0,5.79,0.61,2.0,1.0
scen1,ed_port_scen1,420.0,480.0,669871305#0,4.98,0.04,0.56,3.0,3.0
scen1,ed_port_scen1,420.0,480.0,669871305#1,4.75,14.97,0.28,2.0,0.0
scen1,ed_port_scen1,420.0,480.0,669871307#0,5.31,0.04,0.66,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,669871307#1,5.02,27.91,0.83,3.0,3.0
scen1,ed_port_scen1,420.0,480.0,669871307#2,5.13,7.48,0.81,3.0,3.0
scen1,ed_port_scen1,420.0,480.0,92848439#0,10.14,3.27,0.55,3.0,2.0
scen1,ed_port_scen1,420.0,480.0,92848439#1,10.12,0.74,0.55,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,92848439#2,8.72,3.07,0.64,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,92848448#0,4.18,5.51,4.0,2.0,2.0
scen1,ed_port_scen1,420.0,480.0,92848448#1,4.22,30.04,2.24,2.0,0.0
scen1,ed_port_scen1,420.0,480.0,92848448#1.170,5.2,21.63,0.85,0.0,1.0
scen1,ed_port_scen1,420.0,480.0,92848448#1.291,5.16,2.74,1.62,1.0,1.0
scen1,ed_port_scen1,420.0,480.0,92848448#1.312,5.33,16.91,1.56,1.0,1.0
scen1,ed_port_scen1,420.0,480.0,92848448#2,5.3,4.38,1.61,1.0,1.0
scen1,ed_port_scen1,420.0,480.0,92848448#2.33,5.36,15.09,3.46,2.0,3.0
scen1,ed_port_scen1,420.0,480.0,92848448#3,5.27,0.04,3.49,3.0,3.0
scen1,ed_port_scen1,480.0,540.0,1187557611,13.2,3.72,0.63,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,1187557612,10.66,8.83,0.48,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,1211925684,13.4,2.86,0.41,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,1211925685,9.32,0.56,0.44,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,1211925690,13.06,3.04,0.63,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,1443544287#0,13.49,0.77,0.31,1.0,1.0
scen1,ed_port_scen1,480.0,540.0,1443544287#1,13.35,3.27,0.3,1.0,2.0
scen1,ed_port_scen1,480.0,540.0,22690115,13.34,58.23,0.63,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,22690125#0,10.17,9.83,0.82,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,22690125#1,10.0,10.18,0.83,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,22690125#2,10.77,8.2,0.54,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,22740417#0,11.54,0.2,0.15,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,22740417#1,13.01,0.39,0.43,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,22740417#5,11.52,0.23,0.47,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,22740434#0,13.44,13.51,0.41,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,22740434#1,13.29,1.88,0.42,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,22740446#5,11.13,2.87,0.5,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,542415702,13.09,4.63,0.57,3.0,2.0
scen1,ed_port_scen1,480.0,540.0,542415708#0,11.19,0.02,1.12,3.0,3.0
scen1,ed_port_scen1,480.0,540.0,542415708#1,12.3,0.64,1.02,3.0,3.0
scen1,ed_port_scen1,480.0,540.0,542415708#2,12.54,2.05,0.99,3.0,3.0
scen1,ed_port_scen1,480.0,540.0,542415708#3,9.36,0.42,1.31,3.0,3.0
scen1,ed_port_scen1,480.0,540.0,542415708#4,8.87,0.02,1.41,3.0,3.0
scen1,ed_port_scen1,480.0,540.0,542415708#6,11.18,0.22,1.12,3.0,3.0
scen1,ed_port_scen1,480.0,540.0,559367542,7.55,8.5,1.08,0.0,2.0
scen1,ed_port_scen1,480.0,540.0,626699047,12.66,3.76,1.31,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,626699047.59,13.68,0.39,1.22,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,626699047.67,13.12,3.25,1.27,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,657270567#0,10.89,4.94,0.51,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,657270567#1,11.04,19.09,0.45,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,657270567#2,10.47,24.35,0.71,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,668507066#0,13.32,1.42,0.42,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,668507066#1,13.53,3.06,0.41,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,668507066#2,13.13,11.4,0.42,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,669284456,4.5,12.27,1.86,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,669284462,11.01,6.29,0.83,2.0,3.0
scen1,ed_port_scen1,480.0,540.0,669871305#0,5.19,0.04,0.18,1.0,1.0
scen1,ed_port_scen1,480.0,540.0,669871305#1,5.32,13.39,0.44,2.0,4.0
scen1,ed_port_scen1,480.0,540.0,669871307#0,5.08,0.04,0.27,1.0,1.0
scen1,ed_port_scen1,480.0,540.0,669871307#1,5.2,26.95,0.27,1.0,1.0
scen1,ed_port_scen1,480.0,540.0,669871307#2,5.3,7.27,0.26,1.0,1.0
scen1,ed_port_scen1,480.0,540.0,671267430,0.45,16.5,1.48,3.0,3.0
scen1,ed_port_scen1,480.0,540.0,92848439#0,11.38,2.91,0.73,2.0,3.0
scen1,ed_port_scen1,480.0,540.0,92848439#1,11.22,0.66,0.7,3.0,3.0
scen1,ed_port_scen1,480.0,540.0,92848439#2,10.06,2.68,0.56,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,92848448#0,4.53,5.02,3.7,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,92848448#1,4.38,28.84,4.06,2.0,3.0
scen1,ed_port_scen1,480.0,540.0,92848448#1.170,4.12,27.39,4.05,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,92848448#1.291,4.05,3.45,4.09,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,92848448#1.312,4.26,21.15,0.05,1.0,0.0
scen1,ed_port_scen1,480.0,540.0,92848448#3,5.41,,1.22,0.0,0.0
scen1,ed_port_scen1,480.0,540.0,E11,3.77,0.92,4.65,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,E12,5.48,5.03,2.89,2.0,2.0
scen1,ed_port_scen1,480.0,540.0,E13,4.42,0.65,3.63,2.0,2.0
scen1,ed_port_scen1,540.0,600.0,1187557611,13.01,3.74,0.32,1.0,1.0
scen1,ed_port_scen1,540.0,600.0,1187557612,9.76,9.75,0.45,2.0,2.0
